t,x,y,vx,vy,ux,uy
4.110275804996490479e-01,5.728575229644775391e+00,1.405500024557113647e-01,2.987473011016845703e+00,1.447351932525634766e+00,1.219299077987670898e+00,1.572936058044433594e+00
4.135338366031646729e-01,5.757279396057128906e+00,1.446649879217147827e-01,2.990029573440551758e+00,1.454016804695129395e+00,1.179022908210754395e+00,1.561676859855651855e+00
4.160400927066802979e-01,5.786021232604980469e+00,1.488100439310073853e-01,2.992421865463256836e+00,1.460621118545532227e+00,1.138800859451293945e+00,1.550331830978393555e+00
4.185463488101959229e-01,5.814800262451171875e+00,1.529867798089981079e-01,2.994650363922119141e+00,1.467163085937500000e+00,1.098634481430053711e+00,1.538901805877685547e+00
4.210526347160339355e-01,5.843618392944335938e+00,1.571972221136093140e-01,2.996714115142822266e+00,1.473642826080322266e+00,1.058525204658508301e+00,1.527388215065002441e+00
4.235588908195495605e-01,5.872475147247314453e+00,1.614434570074081421e-01,2.998612880706787109e+00,1.480059385299682617e+00,1.018474817276000977e+00,1.515792131423950195e+00
4.260651469230651855e-01,5.901371002197265625e+00,1.657277494668960571e-01,3.000346422195434570e+00,1.486412286758422852e+00,9.784843325614929199e-01,1.504114389419555664e+00
4.285714328289031982e-01,5.930308341979980469e+00,1.700523048639297485e-01,3.001914024353027344e+00,1.492701053619384766e+00,9.385539293289184570e-01,1.492355704307556152e+00
4.310776889324188232e-01,5.959284782409667969e+00,1.744200438261032104e-01,3.003314733505249023e+00,1.498924970626831055e+00,8.986850976943969727e-01,1.480516672134399414e+00
4.335839450359344482e-01,5.988302230834960938e+00,1.788341552019119263e-01,3.004549026489257812e+00,1.505083441734313965e+00,8.588783144950866699e-01,1.468598127365112305e+00
4.360902309417724609e-01,6.017361640930175781e+00,1.832968443632125854e-01,3.005615472793579102e+00,1.511176347732543945e+00,8.191339969635009766e-01,1.456600427627563477e+00
4.385964870452880859e-01,6.046462059020996094e+00,1.878123134374618530e-01,3.006514787673950195e+00,1.517202615737915039e+00,7.794517278671264648e-01,1.444523572921752930e+00
4.411027431488037109e-01,6.075603485107421875e+00,1.923830062150955200e-01,3.007245540618896484e+00,1.523162126541137695e+00,7.398326992988586426e-01,1.432368040084838867e+00
4.436090290546417236e-01,6.104786872863769531e+00,1.970133334398269653e-01,3.007807493209838867e+00,1.529054403305053711e+00,7.002751827239990234e-01,1.420133471488952637e+00
4.461152851581573486e-01,6.134010791778564453e+00,2.017067223787307739e-01,3.008199930191040039e+00,1.534878969192504883e+00,6.607803702354431152e-01,1.407819747924804688e+00
4.486215412616729736e-01,6.163275718688964844e+00,2.064672261476516724e-01,3.008422851562500000e+00,1.540635108947753906e+00,6.213474869728088379e-01,1.395427227020263672e+00
4.511278271675109863e-01,6.192582130432128906e+00,2.112989872694015503e-01,3.008475303649902344e+00,1.546323299407958984e+00,5.819749832153320312e-01,1.382954239845275879e+00
4.536340832710266113e-01,6.221928596496582031e+00,2.162067443132400513e-01,3.008357048034667969e+00,1.551942586898803711e+00,5.426632165908813477e-01,1.370401263236999512e+00
4.561403393745422363e-01,6.251314640045166016e+00,2.211948186159133911e-01,3.008067607879638672e+00,1.557492733001708984e+00,5.034105777740478516e-01,1.357766628265380859e+00
4.586466252803802490e-01,6.280739307403564453e+00,2.262677401304244995e-01,3.007606744766235352e+00,1.562973022460937500e+00,4.642158746719360352e-01,1.345049858093261719e+00
4.611528813838958740e-01,6.310201644897460938e+00,2.314310520887374878e-01,3.006973505020141602e+00,1.568383693695068359e+00,4.250791072845458984e-01,1.332248926162719727e+00
4.636591374874114990e-01,6.339701175689697266e+00,2.366890460252761841e-01,3.006167888641357422e+00,1.573724150657653809e+00,3.859977722167968750e-01,1.319363713264465332e+00
4.661654233932495117e-01,6.369236946105957031e+00,2.420478910207748413e-01,3.005189180374145508e+00,1.578994512557983398e+00,3.469710648059844971e-01,1.306391716003417969e+00
4.686716794967651367e-01,6.398806571960449219e+00,2.475122660398483276e-01,3.004037380218505859e+00,1.584193944931030273e+00,3.079970479011535645e-01,1.293331265449523926e+00
4.711779356002807617e-01,6.428408622741699219e+00,2.530882060527801514e-01,3.002711296081542969e+00,1.589322686195373535e+00,2.690751552581787109e-01,1.280180692672729492e+00
4.736842215061187744e-01,6.458042144775390625e+00,2.587812542915344238e-01,3.001211166381835938e+00,1.594380378723144531e+00,2.302021980285644531e-01,1.266937613487243652e+00
4.761904776096343994e-01,6.487703323364257812e+00,2.645972967147827148e-01,2.999536275863647461e+00,1.599366188049316406e+00,1.913778781890869141e-01,1.253599882125854492e+00
4.786967337131500244e-01,6.517393112182617188e+00,2.705425024032592773e-01,2.997686624526977539e+00,1.604280710220336914e+00,1.525999307632446289e-01,1.240164995193481445e+00
4.812030196189880371e-01,6.547106742858886719e+00,2.766227722167968750e-01,2.995661735534667969e+00,1.609123706817626953e+00,1.138658821582794189e-01,1.226629853248596191e+00
4.837092757225036621e-01,6.576843261718750000e+00,2.828445136547088623e-01,2.993461370468139648e+00,1.613894224166870117e+00,7.517573237419128418e-02,1.212992310523986816e+00
4.862155318260192871e-01,6.606598854064941406e+00,2.892139554023742676e-01,2.991085052490234375e+00,1.618592500686645508e+00,3.652575612068176270e-02,1.199248552322387695e+00
4.887217879295349121e-01,6.636370658874511719e+00,2.957375049591064453e-01,2.988532304763793945e+00,1.623218297958374023e+00,-2.084821462631225586e-03,1.185395956039428711e+00
4.912280738353729248e-01,6.666156768798828125e+00,3.024218082427978516e-01,2.985803127288818359e+00,1.627771377563476562e+00,-4.065865278244018555e-02,1.171429872512817383e+00
4.937343299388885498e-01,6.695952415466308594e+00,3.092729449272155762e-01,2.982897520065307617e+00,1.632251501083374023e+00,-7.919627428054809570e-02,1.157348632812500000e+00
4.962405860424041748e-01,6.725755691528320312e+00,3.162981867790222168e-01,2.979815483093261719e+00,1.636658430099487305e+00,-1.177003383636474609e-01,1.143146991729736328e+00
4.987468719482421875e-01,6.755561828613281250e+00,3.235037922859191895e-01,2.976556062698364258e+00,1.640992164611816406e+00,-1.561727821826934814e-01,1.128821372985839844e+00
5.012531280517578125e-01,6.785367012023925781e+00,3.308961987495422363e-01,2.973120212554931641e+00,1.645251750946044922e+00,-1.946142017841339111e-01,1.114367842674255371e+00
5.037593841552734375e-01,6.815167427062988281e+00,3.384825587272644043e-01,2.969506740570068359e+00,1.649437546730041504e+00,-2.330268621444702148e-01,1.099782109260559082e+00
5.062656402587890625e-01,6.844958305358886719e+00,3.462693095207214355e-01,2.965716361999511719e+00,1.653549194335937500e+00,-2.714117765426635742e-01,1.085059881210327148e+00
5.087719559669494629e-01,6.874735832214355469e+00,3.542631268501281738e-01,2.961748600006103516e+00,1.657586336135864258e+00,-3.097714781761169434e-01,1.070196390151977539e+00
5.112782120704650879e-01,6.904494762420654297e+00,3.624702692031860352e-01,2.957604408264160156e+00,1.661548614501953125e+00,-3.481052219867706299e-01,1.055187702178955078e+00
5.137844681739807129e-01,6.934229850769042969e+00,3.708976507186889648e-01,2.953282833099365234e+00,1.665435791015625000e+00,-3.864150643348693848e-01,1.040028929710388184e+00
5.162907242774963379e-01,6.963937759399414062e+00,3.795515298843383789e-01,2.948784589767456055e+00,1.669247388839721680e+00,-4.247022867202758789e-01,1.024714708328247070e+00
5.187969803810119629e-01,6.993610382080078125e+00,3.884382843971252441e-01,2.944109678268432617e+00,1.672982692718505859e+00,-4.629663228988647461e-01,1.009240746498107910e+00
5.213032364845275879e-01,7.023244857788085938e+00,3.975644707679748535e-01,2.939258337020874023e+00,1.676642417907714844e+00,-5.012095570564270020e-01,9.936020374298095703e-01
5.238095521926879883e-01,7.052834987640380859e+00,4.069359302520751953e-01,2.934230804443359375e+00,1.680224895477294922e+00,-5.394316911697387695e-01,9.777929782867431641e-01
5.263158082962036133e-01,7.082373619079589844e+00,4.165586233139038086e-01,2.929028034210205078e+00,1.683730602264404297e+00,-5.776320695877075195e-01,9.618097543716430664e-01
5.288220643997192383e-01,7.111856460571289062e+00,4.264385700225830078e-01,2.923649787902832031e+00,1.687158584594726562e+00,-6.158112287521362305e-01,9.456465244293212891e-01
5.313283205032348633e-01,7.141275405883789062e+00,4.365814328193664551e-01,2.918096065521240234e+00,1.690508365631103516e+00,-6.539688110351562500e-01,9.292982816696166992e-01
5.338345766067504883e-01,7.170626163482666016e+00,4.469925761222839355e-01,2.912368297576904297e+00,1.693779468536376953e+00,-6.921049356460571289e-01,9.127603173255920410e-01
5.363408327102661133e-01,7.199901580810546875e+00,4.576773643493652344e-01,2.906466484069824219e+00,1.696971535682678223e+00,-7.302181720733642578e-01,8.960271477699279785e-01
5.388471484184265137e-01,7.229095935821533203e+00,4.686413407325744629e-01,2.900391340255737305e+00,1.700083851814270020e+00,-7.683091163635253906e-01,8.790937662124633789e-01
5.413534045219421387e-01,7.258200645446777344e+00,4.798884391784667969e-01,2.894144058227539062e+00,1.703115582466125488e+00,-8.063738942146301270e-01,8.619558811187744141e-01
5.438596606254577637e-01,7.287210464477539062e+00,4.914239048957824707e-01,2.887724399566650391e+00,1.706066370010375977e+00,-8.444131016731262207e-01,8.446079492568969727e-01
5.463659167289733887e-01,7.316118717193603516e+00,5.032517910003662109e-01,2.881134033203125000e+00,1.708935260772705078e+00,-8.824244737625122070e-01,8.270456194877624512e-01
5.488721728324890137e-01,7.344917297363281250e+00,5.153762698173522949e-01,2.874373435974121094e+00,1.711722135543823242e+00,-9.204061031341552734e-01,8.092638254165649414e-01
5.513784289360046387e-01,7.373600006103515625e+00,5.278012752532958984e-01,2.867443084716796875e+00,1.714425563812255859e+00,-9.583558440208435059e-01,7.912583351135253906e-01
5.538846850395202637e-01,7.402159690856933594e+00,5.405300259590148926e-01,2.860344886779785156e+00,1.717045068740844727e+00,-9.962710142135620117e-01,7.730245590209960938e-01
5.563910007476806641e-01,7.430590629577636719e+00,5.535662174224853516e-01,2.853078842163085938e+00,1.719579815864562988e+00,-1.034150123596191406e+00,7.545576095581054688e-01
5.588972568511962891e-01,7.458883285522460938e+00,5.669116973876953125e-01,2.845646858215332031e+00,1.722028970718383789e+00,-1.071988463401794434e+00,7.358543872833251953e-01
5.614035129547119141e-01,7.487031936645507812e+00,5.805698633193969727e-01,2.838049411773681641e+00,1.724391579627990723e+00,-1.109783291816711426e+00,7.169106006622314453e-01
5.639097690582275391e-01,7.515028953552246094e+00,5.945424437522888184e-01,2.830288410186767578e+00,1.726666688919067383e+00,-1.147530794143676758e+00,6.977221369743347168e-01
5.664160251617431641e-01,7.542867660522460938e+00,6.088314652442932129e-01,2.822364807128906250e+00,1.728853702545166016e+00,-1.185228466987609863e+00,6.782858371734619141e-01
5.689222812652587891e-01,7.570541381835937500e+00,6.234381794929504395e-01,2.814279556274414062e+00,1.730951547622680664e+00,-1.222871541976928711e+00,6.585984230041503906e-01
5.714285969734191895e-01,7.598042964935302734e+00,6.383641362190246582e-01,2.806034803390502930e+00,1.732958912849426270e+00,-1.260456323623657227e+00,6.386559009552001953e-01
5.739348530769348145e-01,7.625365257263183594e+00,6.536097526550292969e-01,2.797631263732910156e+00,1.734875440597534180e+00,-1.297976970672607422e+00,6.184569597244262695e-01
5.764411091804504395e-01,7.652501106262207031e+00,6.691750288009643555e-01,2.789070844650268555e+00,1.736699342727661133e+00,-1.335429549217224121e+00,5.979980230331420898e-01
5.789473652839660645e-01,7.679443359375000000e+00,6.850604414939880371e-01,2.780355453491210938e+00,1.738430023193359375e+00,-1.372810125350952148e+00,5.772769451141357422e-01
5.814536213874816895e-01,7.706186294555664062e+00,7.012653946876525879e-01,2.771485567092895508e+00,1.740066528320312500e+00,-1.410111665725708008e+00,5.562921762466430664e-01
5.839598774909973145e-01,7.732723236083984375e+00,7.177892923355102539e-01,2.762464046478271484e+00,1.741607427597045898e+00,-1.447330236434936523e+00,5.350416302680969238e-01
5.864661931991577148e-01,7.759048461914062500e+00,7.346311807632446289e-01,2.753291845321655273e+00,1.743051767349243164e+00,-1.484461069107055664e+00,5.135236978530883789e-01
5.889724493026733398e-01,7.785154819488525391e+00,7.517890930175781250e-01,2.743971109390258789e+00,1.744398474693298340e+00,-1.521496295928955078e+00,4.917382895946502686e-01
5.914787054061889648e-01,7.811035156250000000e+00,7.692607641220092773e-01,2.734503984451293945e+00,1.745646953582763672e+00,-1.558430910110473633e+00,4.696838557720184326e-01
5.939849615097045898e-01,7.836686134338378906e+00,7.870447635650634766e-01,2.724892139434814453e+00,1.746795058250427246e+00,-1.595259189605712891e+00,4.473606348037719727e-01
5.964912176132202148e-01,7.862101078033447266e+00,8.051378726959228516e-01,2.715137004852294922e+00,1.747841835021972656e+00,-1.631975412368774414e+00,4.247683882713317871e-01
5.989974737167358398e-01,7.887273788452148438e+00,8.235374689102172852e-01,2.705241203308105469e+00,1.748787164688110352e+00,-1.668572783470153809e+00,4.019072949886322021e-01
6.015037894248962402e-01,7.912199974060058594e+00,8.422404527664184570e-01,2.695206403732299805e+00,1.749628782272338867e+00,-1.705045938491821289e+00,3.787773549556732178e-01
6.040100455284118652e-01,7.936874389648437500e+00,8.612419366836547852e-01,2.685034990310668945e+00,1.750365972518920898e+00,-1.741386413574218750e+00,3.553813099861145020e-01
6.065163016319274902e-01,7.961291313171386719e+00,8.805384635925292969e-01,2.674728870391845703e+00,1.750997543334960938e+00,-1.777588725090026855e+00,3.317198455333709717e-01
6.090225577354431152e-01,7.985446453094482422e+00,9.001260995864868164e-01,2.664290189743041992e+00,1.751522302627563477e+00,-1.813647866249084473e+00,3.077942132949829102e-01
6.115288138389587402e-01,8.009337425231933594e+00,9.199994802474975586e-01,2.653720855712890625e+00,1.751939535140991211e+00,-1.849555015563964844e+00,2.836074233055114746e-01
6.140350699424743652e-01,8.032958030700683594e+00,9.401537775993347168e-01,2.643023967742919922e+00,1.752247571945190430e+00,-1.885304689407348633e+00,2.591612935066223145e-01
6.165413260459899902e-01,8.056305885314941406e+00,9.605840444564819336e-01,2.632200956344604492e+00,1.752445578575134277e+00,-1.920890092849731445e+00,2.344590723514556885e-01
6.190476417541503906e-01,8.079377174377441406e+00,9.812844991683959961e-01,2.621254444122314453e+00,1.752532482147216797e+00,-1.956305265426635742e+00,2.095036208629608154e-01
6.215538978576660156e-01,8.102168083190917969e+00,1.002248764038085938e+00,2.610186815261840820e+00,1.752507209777832031e+00,-1.991542696952819824e+00,1.842994689941406250e-01
6.240601539611816406e-01,8.124677658081054688e+00,1.023470878601074219e+00,2.599000215530395508e+00,1.752368807792663574e+00,-2.026595830917358398e+00,1.588501930236816406e-01
6.265664100646972656e-01,8.146901130676269531e+00,1.044944763183593750e+00,2.587697744369506836e+00,1.752115964889526367e+00,-2.061458826065063477e+00,1.331601440906524658e-01
6.290726661682128906e-01,8.168838500976562500e+00,1.066663503646850586e+00,2.576280593872070312e+00,1.751748085021972656e+00,-2.096125602722167969e+00,1.072336584329605103e-01
6.315789222717285156e-01,8.190486907958984375e+00,1.088620185852050781e+00,2.564751863479614258e+00,1.751263856887817383e+00,-2.130588531494140625e+00,8.107635378837585449e-02
6.340852379798889160e-01,8.211843490600585938e+00,1.110808610916137695e+00,2.553113460540771484e+00,1.750662565231323242e+00,-2.164843797683715820e+00,5.469264090061187744e-02
6.365914940834045410e-01,8.232910156250000000e+00,1.133220791816711426e+00,2.541368484497070312e+00,1.749943017959594727e+00,-2.198883295059204102e+00,2.808888256549835205e-02
6.390977501869201660e-01,8.253683090209960938e+00,1.155849337577819824e+00,2.529519081115722656e+00,1.749104738235473633e+00,-2.232702016830444336e+00,1.271516084671020508e-03
6.416040062904357910e-01,8.274162292480468750e+00,1.178686857223510742e+00,2.517568111419677734e+00,1.748146772384643555e+00,-2.266293525695800781e+00,-2.575367689132690430e-02
6.441102623939514160e-01,8.294348716735839844e+00,1.201725721359252930e+00,2.505517482757568359e+00,1.747068166732788086e+00,-2.299653053283691406e+00,-5.298025906085968018e-02
6.466165184974670410e-01,8.314241409301757812e+00,1.224958658218383789e+00,2.493370056152343750e+00,1.745868682861328125e+00,-2.332775115966796875e+00,-8.040095865726470947e-02
6.491228342056274414e-01,8.333841323852539062e+00,1.248377442359924316e+00,2.481127738952636719e+00,1.744546771049499512e+00,-2.365654945373535156e+00,-1.080097705125808716e-01
6.516290903091430664e-01,8.353149414062500000e+00,1.271973848342895508e+00,2.468793153762817383e+00,1.743102312088012695e+00,-2.398286819458007812e+00,-1.357976794242858887e-01
6.541353464126586914e-01,8.372164726257324219e+00,1.295740008354187012e+00,2.456369400024414062e+00,1.741534590721130371e+00,-2.430665969848632812e+00,-1.637576073408126831e-01
6.566416025161743164e-01,8.390891075134277344e+00,1.319668292999267578e+00,2.443858146667480469e+00,1.739843130111694336e+00,-2.462788343429565430e+00,-1.918823868036270142e-01
6.591478586196899414e-01,8.409328460693359375e+00,1.343750476837158203e+00,2.431262493133544922e+00,1.738026976585388184e+00,-2.494649887084960938e+00,-2.201630324125289917e-01
6.616541147232055664e-01,8.427478790283203125e+00,1.367978811264038086e+00,2.418583869934082031e+00,1.736086130142211914e+00,-2.526246070861816406e+00,-2.485923618078231812e-01
6.641604304313659668e-01,8.445344924926757812e+00,1.392345428466796875e+00,2.405825376510620117e+00,1.734020113945007324e+00,-2.557573556900024414e+00,-2.771617174148559570e-01
6.666666865348815918e-01,8.462929725646972656e+00,1.416841387748718262e+00,2.392989635467529297e+00,1.731828212738037109e+00,-2.588628530502319336e+00,-3.058615326881408691e-01
6.691729426383972168e-01,8.480235099792480469e+00,1.441459178924560547e+00,2.380078792572021484e+00,1.729510068893432617e+00,-2.619407415390014648e+00,-3.346838355064392090e-01
6.716791987419128418e-01,8.497262954711914062e+00,1.466191530227661133e+00,2.367094516754150391e+00,1.727066040039062500e+00,-2.649907588958740234e+00,-3.636196553707122803e-01
6.741854548454284668e-01,8.514019012451171875e+00,1.491029858589172363e+00,2.354040384292602539e+00,1.724495172500610352e+00,-2.680125951766967773e+00,-3.926600217819213867e-01
6.766917109489440918e-01,8.530504226684570312e+00,1.515967130661010742e+00,2.340917825698852539e+00,1.721797704696655273e+00,-2.710060834884643555e+00,-4.217961132526397705e-01
6.791980266571044922e-01,8.546724319458007812e+00,1.540996313095092773e+00,2.327728271484375000e+00,1.718973040580749512e+00,-2.739709615707397461e+00,-4.510194361209869385e-01
6.817042827606201172e-01,8.562681198120117188e+00,1.566108345985412598e+00,2.314475774765014648e+00,1.716021537780761719e+00,-2.769070625305175781e+00,-4.803194403648376465e-01
6.842105388641357422e-01,8.578380584716796875e+00,1.591296553611755371e+00,2.301161766052246094e+00,1.712942600250244141e+00,-2.798141002655029297e+00,-5.096873044967651367e-01
6.867167949676513672e-01,8.593826293945312500e+00,1.616554379463195801e+00,2.287787914276123047e+00,1.709736824035644531e+00,-2.826921224594116211e+00,-5.391138195991516113e-01
6.892230510711669922e-01,8.609022140502929688e+00,1.641873836517333984e+00,2.274356842041015625e+00,1.706403970718383789e+00,-2.855408430099487305e+00,-5.685902833938598633e-01
6.917293071746826172e-01,8.623973846435546875e+00,1.667248725891113281e+00,2.260871410369873047e+00,1.702944040298461914e+00,-2.883602380752563477e+00,-5.981066226959228516e-01
6.942355632781982422e-01,8.638685226440429688e+00,1.692672371864318848e+00,2.247331380844116211e+00,1.699357032775878906e+00,-2.911503076553344727e+00,-6.276540160179138184e-01
6.967418789863586426e-01,8.653162002563476562e+00,1.718139052391052246e+00,2.233740806579589844e+00,1.695643424987792969e+00,-2.939110279083251953e+00,-6.572244167327880859e-01
6.992481350898742676e-01,8.667407989501953125e+00,1.743640661239624023e+00,2.220101356506347656e+00,1.691803574562072754e+00,-2.966423034667968750e+00,-6.868063211441040039e-01
7.017543911933898926e-01,8.681428909301757812e+00,1.769172310829162598e+00,2.206414461135864258e+00,1.687837362289428711e+00,-2.993441104888916016e+00,-7.163919210433959961e-01
7.042606472969055176e-01,8.695230484008789062e+00,1.794727921485900879e+00,2.192681789398193359e+00,1.683744668960571289e+00,-3.020165920257568359e+00,-7.459723949432373047e-01
7.067669034004211426e-01,8.708818435668945312e+00,1.820301771163940430e+00,2.178905725479125977e+00,1.679527044296264648e+00,-3.046597242355346680e+00,-7.755380868911743164e-01
7.092731595039367676e-01,8.722196578979492188e+00,1.845888614654541016e+00,2.165088176727294922e+00,1.675183534622192383e+00,-3.072737216949462891e+00,-8.050806522369384766e-01
7.117794752120971680e-01,8.735370635986328125e+00,1.871483922004699707e+00,2.151229619979858398e+00,1.670715212821960449e+00,-3.098586559295654297e+00,-8.345924615859985352e-01
7.142857313156127930e-01,8.748348236083984375e+00,1.897081375122070312e+00,2.137333869934082031e+00,1.666122436523437500e+00,-3.124144315719604492e+00,-8.640628457069396973e-01
7.167919874191284180e-01,8.761133193969726562e+00,1.922676682472229004e+00,2.123400688171386719e+00,1.661405563354492188e+00,-3.149414539337158203e+00,-8.934842944145202637e-01
7.192982435226440430e-01,8.773731231689453125e+00,1.948265790939331055e+00,2.109432458877563477e+00,1.656564950942993164e+00,-3.174396991729736328e+00,-9.228489398956298828e-01
7.218044996261596680e-01,8.786146163940429688e+00,1.973844289779663086e+00,2.095430850982666016e+00,1.651601314544677734e+00,-3.199095010757446289e+00,-9.521480798721313477e-01
7.243107557296752930e-01,8.798389434814453125e+00,1.999408125877380371e+00,2.081397056579589844e+00,1.646515011787414551e+00,-3.223509073257446289e+00,-9.813740253448486328e-01
7.268170714378356934e-01,8.810459136962890625e+00,2.024953842163085938e+00,2.067331790924072266e+00,1.641306638717651367e+00,-3.247642517089843750e+00,-1.010519742965698242e+00
7.293233275413513184e-01,8.822366714477539062e+00,2.050477981567382812e+00,2.053238153457641602e+00,1.635977029800415039e+00,-3.271496772766113281e+00,-1.039576292037963867e+00
7.318295836448669434e-01,8.834114074707031250e+00,2.075975894927978516e+00,2.039116382598876953e+00,1.630526542663574219e+00,-3.295074224472045898e+00,-1.068536639213562012e+00
7.343358397483825684e-01,8.845709800720214844e+00,2.101446151733398438e+00,2.024968147277832031e+00,1.624955654144287109e+00,-3.318377494812011719e+00,-1.097394108772277832e+00
7.368420958518981934e-01,8.857154846191406250e+00,2.126885414123535156e+00,2.010794639587402344e+00,1.619265317916870117e+00,-3.341408252716064453e+00,-1.126141190528869629e+00
7.393483519554138184e-01,8.868459701538085938e+00,2.152290821075439453e+00,1.996596217155456543e+00,1.613455653190612793e+00,-3.364171028137207031e+00,-1.154771566390991211e+00
7.418546676635742188e-01,8.879625320434570312e+00,2.177660942077636719e+00,1.982374429702758789e+00,1.607527494430541992e+00,-3.386667013168334961e+00,-1.183278799057006836e+00
7.443609237670898438e-01,8.890661239624023438e+00,2.202992916107177734e+00,1.968131422996520996e+00,1.601481914520263672e+00,-3.408900022506713867e+00,-1.211656212806701660e+00
7.468671798706054688e-01,8.901567459106445312e+00,2.228283882141113281e+00,1.953867435455322266e+00,1.595319271087646484e+00,-3.430871248245239258e+00,-1.239896774291992188e+00
7.493734359741210938e-01,8.912353515625000000e+00,2.253533840179443359e+00,1.939583301544189453e+00,1.589040279388427734e+00,-3.452584743499755859e+00,-1.267995715141296387e+00
7.518796920776367188e-01,8.923023223876953125e+00,2.278740406036376953e+00,1.925280094146728516e+00,1.582645177841186523e+00,-3.474043369293212891e+00,-1.295947432518005371e+00
7.543859481811523438e-01,8.933578491210937500e+00,2.303902626037597656e+00,1.910959243774414062e+00,1.576135396957397461e+00,-3.495249748229980469e+00,-1.323746085166931152e+00
7.568922042846679688e-01,8.944028854370117188e+00,2.329019069671630859e+00,1.896620869636535645e+00,1.569510936737060547e+00,-3.516206979751586914e+00,-1.351386785507202148e+00
7.593985199928283691e-01,8.954374313354492188e+00,2.354089736938476562e+00,1.882264733314514160e+00,1.562772989273071289e+00,-3.536918640136718750e+00,-1.378864526748657227e+00
7.619047760963439941e-01,8.964622497558593750e+00,2.379112720489501953e+00,1.867893934249877930e+00,1.555921792984008789e+00,-3.557387113571166992e+00,-1.406173944473266602e+00
7.644110321998596191e-01,8.974776268005371094e+00,2.404088020324707031e+00,1.853508472442626953e+00,1.548958778381347656e+00,-3.577614545822143555e+00,-1.433310627937316895e+00
7.669172883033752441e-01,8.984840393066406250e+00,2.429014921188354492e+00,1.839107990264892578e+00,1.541883707046508789e+00,-3.597604751586914062e+00,-1.460271120071411133e+00
7.694235444068908691e-01,8.994817733764648438e+00,2.453893661499023438e+00,1.824694275856018066e+00,1.534697532653808594e+00,-3.617360353469848633e+00,-1.487050533294677734e+00
7.719298005104064941e-01,9.004714012145996094e+00,2.478724002838134766e+00,1.810266494750976562e+00,1.527400732040405273e+00,-3.636885166168212891e+00,-1.513645410537719727e+00
7.744361162185668945e-01,9.014533996582031250e+00,2.503506183624267578e+00,1.795826196670532227e+00,1.519994497299194336e+00,-3.656180620193481445e+00,-1.540052413940429688e+00
7.769423723220825195e-01,9.024276733398437500e+00,2.528239727020263672e+00,1.781374454498291016e+00,1.512479305267333984e+00,-3.675249338150024414e+00,-1.566266536712646484e+00
7.794486284255981445e-01,9.033948898315429688e+00,2.552925109863281250e+00,1.766910672187805176e+00,1.504855632781982422e+00,-3.694095134735107422e+00,-1.592286229133605957e+00
7.819548845291137695e-01,9.043553352355957031e+00,2.577563762664794922e+00,1.752435445785522461e+00,1.497124075889587402e+00,-3.712720155715942383e+00,-1.618108272552490234e+00
7.844611406326293945e-01,9.053094863891601562e+00,2.602154731750488281e+00,1.737949490547180176e+00,1.489285230636596680e+00,-3.731127023696899414e+00,-1.643729209899902344e+00
7.869673967361450195e-01,9.062572479248046875e+00,2.626699924468994141e+00,1.723452568054199219e+00,1.481340050697326660e+00,-3.749317169189453125e+00,-1.669147133827209473e+00
7.894737124443054199e-01,9.071992874145507812e+00,2.651200294494628906e+00,1.708944916725158691e+00,1.473288536071777344e+00,-3.767294883728027344e+00,-1.694359898567199707e+00
7.919799685478210449e-01,9.081356048583984375e+00,2.675654888153076172e+00,1.694427490234375000e+00,1.465131521224975586e+00,-3.785060405731201172e+00,-1.719363808631896973e+00
7.944862246513366699e-01,9.090665817260742188e+00,2.700065374374389648e+00,1.679900884628295898e+00,1.456870079040527344e+00,-3.802617073059082031e+00,-1.744157910346984863e+00
7.969924807548522949e-01,9.099924087524414062e+00,2.724433898925781250e+00,1.665364027023315430e+00,1.448504209518432617e+00,-3.819966316223144531e+00,-1.768740415573120117e+00
7.994987368583679199e-01,9.109134674072265625e+00,2.748759746551513672e+00,1.650818347930908203e+00,1.440035104751586914e+00,-3.837110996246337891e+00,-1.793109416961669922e+00
8.020049929618835449e-01,9.118297576904296875e+00,2.773045539855957031e+00,1.636262893676757812e+00,1.431462049484252930e+00,-3.854053020477294922e+00,-1.817263364791870117e+00
8.045113086700439453e-01,9.127416610717773438e+00,2.797291517257690430e+00,1.621697425842285156e+00,1.422786474227905273e+00,-3.870793104171752930e+00,-1.841201186180114746e+00
8.070175647735595703e-01,9.136492729187011719e+00,2.821498870849609375e+00,1.607123732566833496e+00,1.414009094238281250e+00,-3.887333869934082031e+00,-1.864921569824218750e+00
8.095238208770751953e-01,9.145526885986328125e+00,2.845668315887451172e+00,1.592541098594665527e+00,1.405129909515380859e+00,-3.903676033020019531e+00,-1.888423204421997070e+00
8.120300769805908203e-01,9.154520988464355469e+00,2.869801998138427734e+00,1.577949047088623047e+00,1.396149754524230957e+00,-3.919822692871093750e+00,-1.911705732345581055e+00
8.145363330841064453e-01,9.163476943969726562e+00,2.893900871276855469e+00,1.563347816467285156e+00,1.387068748474121094e+00,-3.935773611068725586e+00,-1.934768080711364746e+00
8.170425891876220703e-01,9.172395706176757812e+00,2.917965412139892578e+00,1.548738241195678711e+00,1.377887964248657227e+00,-3.951530456542968750e+00,-1.957609295845031738e+00
8.195488452911376953e-01,9.181277275085449219e+00,2.941997528076171875e+00,1.534118890762329102e+00,1.368607282638549805e+00,-3.967093944549560547e+00,-1.980229139328002930e+00
