t,x,y,vx,vy,speed,ax,ay,accel,ux,uy,u_mag,dux_dt,duy_dt,udot_mag,curvature,safety_margin,Wx,Wy,v_dot_W,energy_cum,pathlen_cum
0.0,0.0,0.0,-1.4142135623730945,1.4142135623730967,2.000000000000001,0.0,-1.0990647210708707e-14,1.0990647210708707e-14,-1.4142135623730945,1.414213562373096,2.0,-0.5592396386635989,0.27569490657091666,0.6235035324372583,8.326672684807722e-16,7.3,0.0,0.0,0.0,0.0,0.0
0.14142135623730953,-0.19999999999999996,0.20000000000000015,-1.4142135623730945,1.4142135623730951,1.9999999999999998,-7.850462293391119e-16,-7.065416064052007e-15,7.108895957908211e-15,-1.4933019905351228,1.453202709968349,2.0836863850386687,0.1807371340427144,0.34697488724115455,0.3912256177680419,9.714451465511363e-16,7.386617494683224,0.0790884281620278,-0.038989147595254424,-0.16698690904808505,0.5898507250346121,0.2828427124746191
0.28284271247461906,-0.3999999999999999,0.4000000000000001,-1.4142135623730947,1.4142135623730947,1.9999999999999996,-2.3551386880173362e-15,-3.1401849173564482e-15,3.92523114669556e-15,-1.3630933811353836,1.5123528806413062,2.035984970789114,1.4450075117099273,0.10494596683864119,1.448813433418469,8.326672684717071e-16,7.481589716175258,-0.05112018123771186,-0.09813931826821168,-0.06649510127961183,1.189971101354101,0.5656854249492381
0.42426406871192857,-0.6,0.6000000000000001,-1.4142135623730951,1.4142135623730943,1.9999999999999996,7.850462293391119e-16,-2.355138688017336e-15,2.482534153238496e-15,-1.0845921463754422,1.4828859118923667,1.8371964379641454,1.4000084309107923,-0.6291067578093934,1.534861205237381,1.3877787807861808e-16,7.584645695758025,-0.32962141599765316,-0.06867234951927231,0.3690377089023247,1.721752563011675,0.8485281374238571
0.5656854249492381,-0.8,0.8,-1.4142135623730945,1.414213562373094,1.999999999999999,2.9289321881241714,1.2132034355921426,3.17025335561094,-0.9671111990478398,1.334414618825755,1.648018945965014,4.399425181257067,0.9857926860121354,4.508517399908067,0.5177669529659907,7.695504482602435,-0.4471023633252551,0.07979894354733985,0.7451509742113316,2.1524694900722854,1.131370849898476
0.7071067811865477,-1.0,1.0,-0.5857864376269042,1.757359312880716,1.85241936533718,5.857864376244785,2.4264068711828153,6.34050671121803,0.1597532052248488,1.7617101891426654,1.7689386301137466,2.97994086156527,1.7981661420019908,3.480438048962901,1.8431104890496788,7.813878188659973,-0.15975320522484882,0.2382898108573345,0.512342079262865,2.56578120471601,1.4037780356189056
0.8071067811865476,-1.0,1.2,0.0,2.000000000000002,2.000000000000002,2.9289321881198784,1.213203435590351,3.170253355606288,-0.24768983473879616,1.7685303275696842,1.78579107786064,-4.148895646331927,0.5102691217855174,4.180156655054901,1.035533905933494,7.749301648732151,0.24768983473879552,0.23146967243031585,0.4629393448606322,2.8816908872597775,1.5963990038857645
0.9071067811865475,-1.0,1.4000000000000004,0.0,1.9999999999999991,1.9999999999999991,0.0,-2.553512956625093e-14,2.553512956625093e-14,-0.6700259240456848,1.863764013500279,1.9805431166505671,-3.215975225285134,1.2125244410599971,3.436962637244639,0.0,7.688756943465154,0.6700259240456845,0.1362359864997211,0.2724719729994421,3.2372709277937077,1.7963990038857645
1.0071067811865475,-1.0,1.6,0.0,1.9999999999999971,1.9999999999999971,0.0,-3.3306690738588112e-15,3.3306690738588112e-15,-0.8908848797990387,2.011035215782896,2.1995314292306682,-0.44564603731616126,1.4516366360395232,1.5185023258684,0.0,7.632326986700616,0.8908848797990389,-0.01103521578289531,-0.02207043156579059,3.6752954050479802,1.9963990038857642
1.1071067811865478,-1.0,1.8000000000000003,0.0,1.9999999999999984,1.9999999999999984,0.0,6.661338147717619e-15,6.661338147717619e-15,-0.7591551315093629,2.154091340709636,2.283949653082842,3.070921058372761,1.1362729753665086,3.2743964972656467,0.0,7.5800911157003386,0.7591551315093629,-0.15409134070963534,-0.30818268141927047,4.178013631347518,2.1963990038857646
1.207106781186548,-1.0,2.0,0.0,1.9999999999999984,1.9999999999999984,0.0,7.77156117233723e-15,7.77156117233723e-15,-0.2767006681214144,2.2382898108573346,2.255328033153182,5.720593629280483,0.386891658601464,5.7336617119306785,0.0,7.532124598286489,0.27670066812141436,-0.2382898108573346,-0.47657962171466883,4.6931601590947105,2.3963990038857648
1.307106781186548,-1.0,2.2,0.0,2.0,2.0,0.0,0.0,0.0,0.3849635943524553,2.2314696724303156,2.2644323500500123,6.145148638927707,-0.5102691217855221,6.166297622655172,0.0,7.488498144098322,-0.3849635943524553,-0.23146967243031555,-0.4629393448606311,5.203868079348692,2.596399003885765
1.407106781186548,-1.0,2.4000000000000004,0.0,1.9999999999999984,1.9999999999999984,0.0,-7.77156117233724e-15,7.77156117233724e-15,0.9523290596702733,2.13623598649972,2.338896070352186,3.938217588922225,-1.212524441059995,4.120652047657535,0.0,7.449277426467485,-0.9523290596702733,-0.13623598649972038,-0.27247197299944054,5.733772514141789,2.796399003885765
1.507106781186548,-1.0,2.6,0.0,1.9999999999999984,1.9999999999999984,0.0,-9.99200722157644e-15,9.99200722157644e-15,1.1726071121408383,1.988964784217104,2.3088933176522186,-0.09551093086114046,-1.4516366360395196,1.454775330078873,0.0,7.414522621712709,-1.1726071121408386,0.01103521578289572,0.022070431565791422,6.273843673152187,2.996399003885765
1.6071067811865483,-1.0,2.8,0.0,1.9999999999999964,1.9999999999999964,0.0,-9.992007221576428e-15,9.992007221576428e-15,0.9332268734979496,1.845908659290364,2.0684030496646217,-4.265503508434391,-1.1362729753665108,4.414253782352614,0.0,7.384287972802404,-0.9332268734979495,0.154091340709636,0.30818268141927146,6.754307649560237,3.196399003885765
1.7071067811865483,-1.0,3.0,0.0,1.9999999999999964,1.9999999999999964,0.0,1.776356839391367e-14,1.776356839391367e-14,0.31950641044969286,1.7617101891426652,1.7904488646279548,-6.761567716175895,-0.3868916586014618,6.772627491301105,0.0,7.358621384311845,-0.31950641044969286,0.23828981085733478,0.4765796217146687,7.12850756519571,3.3963990038857648
1.8071067811865484,-1.0,3.2,0.0,2.0,2.0,0.0,1.776356839391369e-14,1.776356839391369e-14,-0.419086669743992,1.7685303275696846,1.817507401990662,-6.494814016353604,0.5102691217855226,6.514827985731549,0.0,7.337564055396597,0.41908666974399195,0.23146967243031544,0.4629393448606309,7.453959579852629,3.596399003885765
